URL_NUM,URL_NAME,NLP_READING_TIME_IN_MINS_212WPM,BSOUP_NUMWORDS,NLP_NUMWORDS,META_YEARS_SINCE_FIRST_PUBLISHED,META_YEARS_SINCE_LAST_MODIFIED,NLP_FIRST_PUBLISHED_DATETIME,META_FIRST_PUBLISHED_DATE,META_LAST_MODIFIED_DATETIME,NLP_KEYWORDS,TITLE_TAG_VALUE,META_DESCRIPTION
url264,https://www.cookwithmanali.com/corn-spinach-stuffed-mini-peppers/,4.5,967,959,8.488,6.074,2015-08-05T01:22:23,2015-08-05T01:22:23,2018-01-02T00:23:45,peppers - corn - sweet - spinach - stuffed - taste - chopped - till - mini - minutes,Corn Spinach Stuffed Mini Peppers - Cook With Manali,Corn Spinach Stuffed Mini Peppers - a quick and delicious vegetarian appetizer which is sure to be a hit at BBQ or just about any party!
url265,https://www.cookwithmanali.com/corn-stuffed-garlic-herb-dinner-rolls/,9.6,1971,2033,9.033,0.729,2015-01-18T03:14:04,2015-01-18T03:14:04,2023-05-07T23:03:55,corn - rolls - yeast - mix - dough - stuffed - add - dinner - garlic - till - minutes - herb,Corn Stuffed Garlic Herb Dinner Rolls - Cook With Manali,How's your weekend going guys? Doing something special or trying out any new recipes? I am having a rather lazy weekend and I really blame the weather for
url266,https://www.cookwithmanali.com/cornflakes-chivda/,4.4,1406,927,0.247,0.247,2023-10-30T02:30:03,2023-10-30T02:30:03,2023-10-30T15:18:58,corn - poha - add - recipe - cornflakes - chivda - raisins - used - flakes - fry,Cornflakes Chivda Recipe - Cook With Manali,This spicy & crunchy Cornflakes Chivda is an easy to make tea time snack which gets done in less than 30 minutes using store-bought cereal!
url267,https://www.cookwithmanali.com/cranberry-curd-parfait/,6.4,1318,1366,8.071,6.074,2016-01-04T00:15:59,2016-01-04T00:15:59,2018-01-02T00:22:15,fruit - cup - parfait - craisins - mixture - curd - g - till - cranberry - minutes,Cranberry Curd Parfait - Cook With Manali,Cranberry Curd Parfait is the perfect light dessert for all occasions. It also doubles up as breakfast!
url268,https://www.cookwithmanali.com/cranberry-maple-rosemary-mocktail/,3.7,1216,787,2.118,1.203,2021-12-16T00:51:47,2021-12-16T00:51:47,2022-11-15T22:54:59,rosemary - ounces - add - drink - sweeter - cranberry - maple - soda - juice - syrup - mocktail,Cranberry Maple Rosemary Mocktail - Cook With Manali,"If you are looking for an easy and refreshing drink for the holidays that even the kids can enjoy, then try this Cranberry Maple & Rosemary Mocktail."
url269,https://www.cookwithmanali.com/cranberry-orange-cake/,6.3,1281,1326,6.142,0.729,2017-12-08T00:05:50,2017-12-08T00:05:50,2023-05-07T18:03:18,cranberries - cup - orange - glaze - sugar - cream - sugared - cheese - cake - cranberry,Cranberry Orange Cake - Cook With Manali,Cranberry Orange Cake with cream cheese glaze. This simple cake is topped with sugared cranberries to make it perfect for the festive season.
url270,https://www.cookwithmanali.com/cranberry-pistachio-biscotti/,5.1,1031,1075,9.142,0.729,2014-12-09T12:01:12,2014-12-09T12:01:12,2023-05-07T18:17:59,cranberries - cookies - pistachios - biscotti - mg - baking - pistachio - bake - g - cranberry,Cranberry Pistachio Biscotti - Cook With Manali,"Crispy, crunchy Cranberry Pistachio Biscotti are perfect for the Holidays! Taste fabulous with hot chocolate or your favorite coffee!"
url271,https://www.cookwithmanali.com/cranberry-toasted-coconut-granola/,1.7,651,361,9.148,6.074,2014-12-07T12:44:31,2014-12-07T12:44:31,2018-01-02T00:32:51,vegan - cranberries - coconut - toasted - homemade - making - makes - granola - flakes - cranberry,Cranberry & Toasted Coconut Granola - Cook With Manali,I have recently become obsessed with making granola at home. You might have noticed that already if you have been following my blog for a while. Making
url272,https://www.cookwithmanali.com/creamy-cucumber-dip/,3.7,783,775,8.934,6.074,2015-02-23T11:18:20,2015-02-23T11:18:20,2018-01-02T00:30:13,yogurt - add - creamy - cucumber - mg - salt - dill - water - chips - dip - g,Creamy Cucumber Dip - Cook With Manali,"Creamy Cucumber Dip is perfect to dip pretzels, chips, crackers and more. It's also fantastic with wraps, quesadillas and burritos!"
url273,https://www.cookwithmanali.com/creamy-cucumber-salad-onion-corn/,3.9,830,817,7.677,6.074,2016-05-27T01:43:29,2016-05-27T01:43:29,2018-01-02T00:16:41,salad - corn - onions - mix - creamy - onion - fresh - cucumber - mg - dressing - 12 - g,Creamy Cucumber Salad with Onion & Corn - Cook With Manali,Creamy cucumber salad with red onion and sweet corn - an easy and delicious salad to make for your summer potlucks and parties!
url274,https://www.cookwithmanali.com/crispy-air-fryer-tofu/,5.2,1712,1111,1.742,1.74,2022-05-02T23:47:36,2022-05-02T23:47:36,2022-05-03T20:29:41,tofu - sure - fryer - crispy - recipe - place - teaspoon - drain - air - minutes,Crispy Air Fryer Tofu - Cook With Manali,"Make crispy air fryer tofu in 15 minutes or less with this step by step easy recipe. It is great in salads, sandwiches or just to snack on!"
url275,https://www.cookwithmanali.com/crispy-cinnamon-cookies/,4.4,906,935,9.493,0.729,2014-08-03T19:43:15,2014-08-03T19:43:15,2023-05-07T18:23:26,wheat - cookies - cinnamon - sugar - dough - crispy - recipe - bake - teaspoon - oven - minutes,Crispy Cinnamon Cookies - Cook With Manali,"Crispy Cinnamon Cookies- whole wheat cookies, lightly sweetened and flavored with cinnamon & nutmeg. Great for tea time!"
url276,https://www.cookwithmanali.com/crispy-homemade-jalebi/,8.1,1679,1717,7.268,6.074,2016-10-23T03:18:30,2016-10-23T03:18:30,2018-01-02T00:15:19,little - sugar - add - crispy - flour - batter - homemade - oil - water - syrup - jalebi,Crispy Homemade Jalebi - Cook With Manali,Thin and crispy homemade jalebi are a special treat to enjoy this festive season. This traditional Indian sweet is often enjoyed with rabri!
url277,https://www.cookwithmanali.com/crispy-masala-dosa/,11.8,3802,2491,3.734,0.688,2020-05-05T20:41:51,2020-05-05T20:41:51,2023-05-22T15:12:24,dal - add - pan - crispy - batter - rice - dosa - place - making - water - masala,Crispy Masala Dosa - Cook With Manali,Make restaurant style crispy Masala Dosa at home with this step-by-step recipe! Pair with sambar and chutney for a comforting meal.
url278,https://www.cookwithmanali.com/crispy-oatmeal-raspberry-bars/,4.9,1032,1036,8.841,0.729,2015-03-29T11:03:39,2015-03-29T11:03:39,2023-05-07T18:00:55,cup - mixture - butter - crispy - bars - mms - jam - oatmeal - till - raspberry,Crispy Oatmeal Raspberry Bars - Cook With Manali,Oatmeal Raspberry Bars with lots of M&M’s® Crispy! Perfect with a glass of milk!
url279,https://www.cookwithmanali.com/crispy-tofu-tacos-with-avocado-lime-crema/,4.6,1458,975,5.458,5.458,2018-08-15T00:05:58,2018-08-15T00:05:58,2018-08-15T09:58:17,free - tofu - crispy - tortillas - gluten - crema - taco - avocado - lime - soft - mission - tacos,Crispy Tofu Tacos with Avocado Lime Crema - Cook With Manali,"Vegan and gluten-free Crispy Tofu Tacos are topped with avocado lime crema, jalapeños, red cabbage, cilantro and lime! These flavorful tacos are easy to put together and make a great meal!"
url280,https://www.cookwithmanali.com/cucumber-lemonade/,3.6,1155,771,5.537,5.537,2018-07-17T12:29:36,2018-07-17T12:29:36,2018-07-17T12:49:06,lemon - add - cucumber - recipe - summer - making - water - used - lemonade - refreshing,Cucumber Lemonade - Cook With Manali,"Homemade Cucumber Lemonade is the perfect summer drink! Made with simple ingredients, this easy drink is great for your summer parties and BBQ!"
url281,https://www.cookwithmanali.com/cucumber-mocktail/,3.7,1256,786,0.756,0.756,2023-04-27T20:12:09,2023-04-27T20:12:09,2023-04-27T20:12:12,glass - coconut - fresh - cucumber - recipe - using - honey - water - juice - refreshing - mocktail,Refreshing Cucumber Mocktail - Cook With Manali,"This Cucumber Mocktail is perfect to serve on a hot summer day! Made with coconut water, lime juice and mint, it's seriously refreshing!"
url282,https://www.cookwithmanali.com/cucumber-raita/,4.4,1291,924,3.312,3.315,2020-10-06T00:02:48,2020-10-06T00:02:48,2020-10-05T23:41:12,yogurt - add - cucumber - indian - raita - salt - powder - cumin - water - tzatziki,Cucumber Raita - Cook With Manali,"Refreshing Cucumber Raita makes the perfect side dish for Indian meals. Made with yogurt, cucumber and spices, it has a great cooling effect."
url283,https://www.cookwithmanali.com/cumin-cookies-jeera-biscuits/,5.2,1104,1103,9.973,0.729,2014-02-09T19:21:58,2014-02-09T19:21:58,2023-05-07T18:23:34,cookies - dough - sugar - jeera - f - cumin - biscuits - bake - till - seeds - minutes,Cumin Cookies - Jeera Biscuits - Cook With Manali,"Sweet and salty cumin cookies, perfect with tea!"
url284,https://www.cookwithmanali.com/curd-rice/,4.5,1521,954,4.836,4.819,2019-03-30T00:33:38,2019-03-30T00:33:38,2019-04-05T20:02:15,dal - cooked - yogurt - tadka - add - rice - curd - water - soft - seeds,Curd Rice - Cook With Manali,"Soft cooked rice mixed with yogurt and tempered with spices, Curd Rice is one of the most popular comfort food from South India. Tastes best with pickle!"
url285,https://www.cookwithmanali.com/curried-pumpkin-soup/,5.3,1111,1119,8.268,1.203,2015-10-24T00:30:12,2015-10-24T00:30:12,2022-11-15T13:53:40,add - sugar - let - pumpkin - powder - curried - oil - roasted - soup - spicy - seeds,Curried Pumpkin Soup - Cook With Manali,Curried Pumpkin Soup topped with spicy roasted pumpkin seeds is my new favorite fall dinner!
url286,https://www.cookwithmanali.com/curried-tofu-peanut-with-roasted-garlic-rice/,5.0,1076,1068,6.986,6.074,2017-02-03T00:57:36,2017-02-03T00:57:36,2018-01-02T00:14:32,tofu - cubes - rice - garlic - peanut - curried - roasted - teaspoon - peanuts - bens - uncle - minutes,Curried Tofu & Peanut with Roasted Garlic Rice - Cook With Manali,Curried Tofu with Roasted Peanuts and Rice - flavorful and protein packed vegan meal which gets done rather quickly! Also gluten-free.
url287,https://www.cookwithmanali.com/curry-roasted-asparagus-with-pine-nuts/,3.2,683,675,7.781,6.074,2016-04-19T00:30:52,2016-04-19T00:30:52,2018-01-02T00:17:07,nuts - pine - mg - curry - asparagus - roasted - oven - dish - g - minutes,Curry Roasted Asparagus with Pine Nuts - Cook With Manali,Curry Roasted Asparagus with toasted pine nuts. Easy and delicious side dish for spring!
url288,https://www.cookwithmanali.com/dahi-aloo/,4.5,1454,944,5.321,4.907,2018-10-04T11:29:43,2018-10-04T11:29:43,2019-03-04T23:20:25,yogurt - add - recipe - using - powder - aloo - heat - dahi - potatoes - pot,Dahi Aloo - Cook With Manali,"Spicy crushed potatoes dunked in a tangy yogurt curry - that's my favorite Dahi Aloo for you! At my home, mom made dahi aloo whenever we were bored ofBoiled potatoes in a tangy spiced yogurt curry! Dahi Aloo is a simple curry which comes together in no time and tastes wonderful with paratha or poori."
url289,https://www.cookwithmanali.com/dahi-baingan/,5.5,1963,1156,3.715,0.688,2020-05-12T20:08:47,2020-05-12T20:08:47,2023-05-22T15:01:40,phoron - yogurt - baingan - add - eggplant - panch - dahi - dish - slices - masala - seeds,Panch Phoron Dahi Baingan - Cook With Manali,Dahi Baingan - baby eggplants layered with yogurt and spicy masala makes a great main vegetarian dish for potlucks & parties.
url290,https://www.cookwithmanali.com/dahi-bhalla/,5.7,1948,1206,4.279,3.258,2019-10-19T09:12:34,2019-10-19T09:12:34,2020-10-26T12:10:54,dal - yogurt - add - batter - oil - heat - dahi - whisk - water - soft - tips - bhalla,Dahi Bhalla - Tips to Make Soft Bhalla - Cook With Manali,Soft and fluffy Dahi Bhalla dunked in yogurt and topped with chutneys! No celebration in my home was complete without these lentil fritters! Gluten-free.
url291,https://www.cookwithmanali.com/dahi-puri/,5.6,1714,1191,1.605,1.605,2022-06-21T06:30:00,2022-06-21T06:30:00,2022-06-21T10:02:25,yogurt - cilantro - add - chutneys - chaat - dahi - tamarind - puri - spicy - chutney,Dahi Puri - Cook With Manali,"Dahi puri is an Indian street food which has small fried semolina balls filled with yogurt, chutney and spices. It's sweet, tangy and, spicy!"
url292,https://www.cookwithmanali.com/dahi-vada/,3.9,1276,824,9.293,6.074,2014-10-15T11:50:13,2014-10-15T11:50:13,2018-01-02T00:33:23,dal - urad - vadas - yogurt - batter - dahi - 12 - water - vada - chutney,Dahi Vada - Cook With Manali,Dahi Vada is a popular Indian appetizer where lentil dumplings are deep fried and then dunk in smooth yogurt and topped with sweet chutney and spices.
url293,https://www.cookwithmanali.com/dairy-free-gingerbread-maple-latte/,2.4,535,513,7.195,4.436,2016-11-19T01:51:15,2016-11-19T01:51:15,2019-08-23T13:14:38,whipped - dairyfree - latte - minutes - holiday - maple - gingerbread - coffee - g - free - power,Dairy-Free Gingerbread Maple Latte - Cook With Manali,"Warm and comforting and bursting with spices, this gingerbread maple latte will be your new favorite holiday drink. Also dairy-free & vegan!"
url294,https://www.cookwithmanali.com/dal-fry/,4.9,1777,1036,4.521,1.405,2019-07-23T00:05:54,2019-07-23T00:05:54,2022-09-02T12:24:33,dal - cook - flavor - add - dont - oil - heat - fry - minutes - charcoal,Dal Fry - Cook With Manali,"Flavorful and restaurant style Dal Fry tempered with onion, tomatoes, fresh ginger and garlic! This vegan dal goes well with tandoori roti or rice."
url295,https://www.cookwithmanali.com/dal-idli-no-rice/,6.1,2035,1295,3.06,3.058,2021-01-06T16:22:41,2021-01-06T16:22:41,2021-01-07T00:38:17,dal - add - hours - batter - rice - salt - recipe - water - place - pot - idli,Dal Idli (No Rice) - Cook With Manali,"Dal Idli made with two types of lentils and no rice. Makes a healthy, protein-packed breakfast or lunch and is also vegan and gluten-free."
url296,https://www.cookwithmanali.com/dal-makhani/,8.2,2721,1742,4.816,4.378,2019-04-06T00:01:28,2019-04-06T00:01:28,2019-09-13T15:14:14,dal - add - butter - recipe - lentils - cream - using - heat - makhani - minutes,Dal Makhani - Cook With Manali,Creamy and buttery Restaurant Style Dal Makhani! Black lentils cooked with butter and cream and simmered on low heat for that unique flavor!
url297,https://www.cookwithmanali.com/dal-tadka/,5.7,1971,1205,4.942,1.405,2019-02-19T02:35:07,2019-02-19T02:35:07,2022-09-02T12:01:03,dal - cook - flavor - tadka - add - recipe - ghee - heat - minutes - charcoal,Dal Tadka - Cook With Manali,Smokey and restaurant style Dal Tadka tempered with ghee and spices! This dal is super comforting and makes a great meal with boiled rice.
url298,https://www.cookwithmanali.com/dark-chocolate-chip-cranberry-cookies/,3.9,782,818,8.137,0.729,2015-12-11T00:15:24,2015-12-11T00:15:24,2023-05-07T18:20:46,cookies - chocolate - sugar - dark - chip - mg - perfect - g - cranberry - cookie,Dark Chocolate Chip Cranberry Cookies - Cook With Manali,Soft and Chewy Dark Chocolate Chip Cranberry Cookies are perfect for all occasions. You won't be able to stop eating them!
url299,https://www.cookwithmanali.com/dhaba-dal/,8.2,1714,1733,8.718,6.074,2015-05-13T03:00:02,2015-05-13T03:00:02,2018-01-02T00:27:46,dal - cook - add - chopped - lentils - cooker - pressure - heat - dals - dhaba - minutes,Dhaba Dal - Cook With Manali,"Dhaba dal is a delicious blend of lentils and spices. Great with roti, naan and rice."
url300,https://www.cookwithmanali.com/dhaba-style-aloo-rasedar-instant-pot/,3.7,1456,782,3.523,3.529,2020-07-21T00:02:03,2020-07-21T00:02:03,2020-07-19T20:56:00,rasedar - add - recipe - instant - curry - aloo - spicy - pressure - pot - potatoes - style - dhaba,Dhaba Style Aloo Rasedar (Instant Pot) - Cook With Manali,Aloo Rasedar made in the Instant Pot! This dhaba style curry has potatoes cooked in a spicy curry. Pairs well with puri and kachoris!
url301,https://www.cookwithmanali.com/diwali-dinner-menu/,4.5,1020,959,0.222,0.222,2023-11-08T01:05:37,2023-11-08T01:05:37,2023-11-08T10:43:35,paneer - tikka - fusion - creamy - chaat - ladoo - indian - menu - dinner - diwali - traditional - view,Diwali Dinner Menu (Indian Fusion & Traditional) - Cook With Manali,Indian fusion Diwali Dinner Menu is packed with new exciting recipes. Impress your guests with these innovative recipes this Diwali!
url302,https://www.cookwithmanali.com/diwali/,0.6,534,133,9.277,0.34,2014-10-21T23:14:09,2014-10-21T23:14:09,2023-09-26T17:32:02,week - ones - surely - ladoo - favorite - tons - sweets - 50 - recipes - diwali - traditional - festival,50+ Diwali Recipes - Cook With Manali,No meta description found.
url303,https://www.cookwithmanali.com/dosa-waffles/,5.2,1631,1098,2.732,2.693,2021-05-06T21:41:48,2021-05-06T21:41:48,2021-05-20T00:00:25,waffles - add - batter - need - dosa - water - pepper - making - maker - waffle,Dosa Waffles - Cook With Manali,Vegan ang gluten-free savory waffles made with Dosa battter. These Dosa Waffles are a great way to use left-over dosa batter!
url304,https://www.cookwithmanali.com/double-berry-cheesecake-bars/,7.3,1518,1555,8.504,0.729,2015-07-30T01:05:14,2015-07-30T01:05:14,2023-05-07T18:00:53,topping - mix - sugar - pan - bars - using - berry - double - till - cheesecake - minutes - set,Double Berry Cheesecake Bars - Cook With Manali,Creamy Cheesecake Bars with Strawberry and Raspberry topping!
url305,https://www.cookwithmanali.com/dough-afghan-yogurt-drink/,1.7,538,356,9.915,0.729,2014-03-02T19:36:25,2014-03-02T19:36:25,2023-05-07T17:38:11,mint - afghan - yogurt - leaves - dough - drink - cucumber - salt - consistency - 12,Dough - Afghan Yogurt Drink - Cook With Manali,"This recipe is special, why you may ask? Well because this one is from my husband! Yup, he's an expert in making this Afghan yogurt drink which is"
url306,https://www.cookwithmanali.com/download-my-ebook/,0.0,42,0,0.622,0.622,2023-06-15T10:40:24,2023-06-15T10:40:24,2023-06-15T10:40:46,ebook - download,Download my eBook - Cook With Manali,No meta description found.
url307,https://www.cookwithmanali.com/dubki-wale-aloo/,5.9,1257,1252,7.688,6.074,2016-05-23T00:44:58,2016-05-23T00:44:58,2018-01-02T00:16:48,add - dubki - powder - curry - aloo - wale - oil - teaspoon - seeds - red,Dubki Wale Aloo - Cook With Manali,Dubki Wale Aloo is a simple potato curry made with minimal ingredients! It's best enjoyed with kachori or Indian breads like paratha and poori.
url308,https://www.cookwithmanali.com/dulce-de-leche-creme-caramel/,8.8,1829,1867,9.011,6.074,2015-01-26T03:11:26,2015-01-26T03:11:26,2018-01-02T00:31:09,ramekins - creme - sugar - dulce - pan - caramel - leche - custard - dessert - day,Dulce De Leche Creme Caramel - Cook With Manali,Silky Smooth Dulce De Leche Creme Caramel is the ultimate elegant dessert to whip up this Valentine's Day!
url309,https://www.cookwithmanali.com/dulce-de-leche-frappuccino/,3.9,827,822,8.866,6.074,2015-03-20T10:40:43,2015-03-20T10:40:43,2018-01-02T00:29:26,whipped - cup - mccafé - till - dulce - leche - g - coffee - used - frappuccino,Dulce De Leche Frappuccino - Cook With Manali,Dulce De Leche Frappuccino is a refreshing treat to satisfy your coffee craving!
url310,https://www.cookwithmanali.com/easter-basket-pudding-cups/,6.6,1415,1401,8.838,6.074,2015-03-30T12:03:43,2015-03-30T12:03:43,2018-01-02T00:29:12,parchment - pudding - melts - paper - chocolate - snack - easter - cups - basket - candy - place - pack,Easter Basket Pudding Cups - Cook With Manali,Easter Basket Pudding Cups are a fun & easy treat to make this Easter using super snack pack pudding cups!
url311,https://www.cookwithmanali.com/easter-macarons/,7.8,1608,1661,7.879,0.729,2016-03-14T04:30:33,2016-03-14T04:30:33,2023-05-07T18:21:13,lemon - little - macarons - completely - shells - whites - easter - temperature - room - egg,Easter Macarons - Cook With Manali,Egg shaped Easter Macarons filled with spring flavors will be a great addition to your Easter table!
url312,https://www.cookwithmanali.com/easter-nest-carrot-cupcakes-caramel-cream-cheese-frosting/,7.8,1587,1644,9.814,0.729,2014-04-08T14:30:24,2014-04-08T14:30:24,2023-05-07T18:27:46,cupcake - sugar - easter - cream - nest - caramel - carrot - cupcakes - eggs - frosting - cheese - sauce - till,"""Easter Nest"" Carrot Cupcakes With Caramel Cream Cheese Frosting - Cook With Manali","Moist carrot cupcakes topped with caramel cheese frosting. Decorated with sprinkles, coconut flakes, M&M eggs to form a nest - Perfect for Easter!"
url313,https://www.cookwithmanali.com/easy-badam-burfi/,4.8,1659,1024,0.359,0.359,2023-09-19T01:05:00,2023-09-19T01:05:00,2023-09-19T13:59:24,sugar - dough - flour - recipe - almond - ghee - badam - easy - burfi - minutes,Easy Badam Burfi Recipe (with Almond Flour) - Cook With Manali,This easy Badam Burfi is made with store-bought almond flour and gets done in less than 20 minutes! An easy dessert for festive occasions.
url314,https://www.cookwithmanali.com/easy-chana-aloo/,4.5,1437,956,5.614,5.268,2018-06-19T11:49:25,2018-06-19T11:49:25,2018-10-23T17:19:26,circulon - meal - minutes - add - rice - curry - aloo - giveaway - easy - chana,Easy Chana Aloo - Cook With Manali,"Easy Chana Aloo gets done in 30 minutes making it the perfect dish for those busy days! Serve this chana aloo over rice for a comforting meal. This chickpea and potato curry is also vegan, dairy-free and gluten-free."
url315,https://www.cookwithmanali.com/easy-chocolate-frosting/,1.6,566,342,9.901,0.729,2014-03-07T14:18:29,2014-03-07T14:18:29,2023-05-07T18:02:23,chocolate - mixture - sugar - butter - add - mixer - room - speed - frosting - easy - till,Easy Chocolate Frosting - Cook With Manali,"This is the easiest frosting I have ever made. You don't need to wait for the butter to get to room temperature, just melt the butter and chocolate and"
url316,https://www.cookwithmanali.com/easy-instant-pot-vegetable-biryani/,8.9,1902,1888,5.838,4.378,2018-03-29T00:39:32,2018-03-29T00:39:32,2019-09-13T16:08:53,biryani - cook - add - rice - vegetable - instant - water - pot - green - easy - minutes,Easy Instant Pot Vegetable Biryani - Cook With Manali,Instant Pot Vegetable Biryani - basmati rice is cooked with spices and vegetables in this very fragrant biryani which gets done easily in the Instant Pot!
url317,https://www.cookwithmanali.com/easy-marinara-sauce/,4.3,914,910,7.458,6.074,2016-08-15T00:54:55,2016-08-15T00:54:55,2018-01-02T00:15:48,mix - pan - fresh - marinara - chopped - heat - easy - sauce - g - tomatoes - minutes,Easy Marinara Sauce - Cook With Manali,Easy Marinara Sauce recipe for all your pizza and pasta recipes. You need only 15 minutes to make this and it tastes so much better than store bought!
url318,https://www.cookwithmanali.com/easy-no-yeast-naan/,5.0,1616,1053,3.773,3.775,2020-04-21T00:05:10,2020-04-21T00:05:10,2020-04-20T22:05:17,milk - cook - yeast - dough - butter - recipe - naan - easy - soft - minutes,Easy No Yeast Naan - Cook With Manali,Easy No Yeast Naan are made with simple pantry ingredients and are so easy to make at home! These soft anf fluffy naan pair well with creamy curries!
url319,https://www.cookwithmanali.com/easy-paan-ice-cream/,5.2,1062,1100,5.8,5.795,2018-04-12T12:14:32,2018-04-12T12:14:32,2018-04-14T16:05:53,mint - add - paan - vanilla - cream - drops - ice - easy - meetha - refreshing - minutes,Easy Paan Ice Cream - Cook With Manali,Easy Paan Ice Cream which you can make in 10 minutes! This refreshing ice cream has all the flavor of meetha paan & is sure to be your new favorite!
url320,https://www.cookwithmanali.com/easy-puff-pastry/,5.1,1046,1080,8.762,0.729,2015-04-27T13:43:24,2015-04-27T13:43:24,2023-05-07T17:46:44,pastry - smooth - dough - butter - flour - mixer - recipe - puff - easy - minutes,Easy Puff Pastry - Cook With Manali,Easy Puff Pastry Dough which tastes so much better than the store bought stuff and is also easy to make!
url321,https://www.cookwithmanali.com/easy-spinach-lasagna/,6.6,1343,1389,8.578,1.203,2015-07-03T13:51:57,2015-07-03T13:51:57,2022-11-15T13:51:56,spinach - ricotta - add - noodles - lasagna - marinara - easy - cheese - sauce - till - minutes,Easy Spinach Lasagna - Cook With Manali,"Easy Spinach Lasagna made with layers of creamy spinach-ricotta filling, noodles, marinara sauce and topped with mozzarella cheese."
url322,https://www.cookwithmanali.com/easy-strawberry-cake/,3.5,1121,732,5.633,0.729,2018-06-12T00:05:07,2018-06-12T00:05:07,2023-05-07T18:03:04,way - cakes - sugar - recipe - simple - strawberry - coffee - strawberries - easy - cake,Easy Strawberry Cake - Cook With Manali,Easy Strawberry Cake made with fresh strawberries. This simple cake is a breeze to put together using basic pantry essentials. Dust it with powdered sugar and serve with a cup of coffee for a delicious treat!
url323,https://www.cookwithmanali.com/easy-vegan-soba-noodles-stir-fry-with-curried-tofu/,4.5,1559,958,5.671,3.701,2018-05-29T00:47:24,2018-05-29T00:47:24,2020-05-17T10:26:27,vegan - tofu - veggies - add - noodles - curried - easy - sauce - stir - fry - soba,Easy Vegan Soba Noodles Stir Fry with Curried Tofu - Cook With Manali,Vegan Soba Noodles Stir Fry with Curried Tofu is a quick and easy meal which gets done in 30 minutes or less! This recipe is vegan and dairy-free.
url324,https://www.cookwithmanali.com/easy-zucchini-bread/,5.9,1219,1260,8.455,0.729,2015-08-17T00:57:03,2015-08-17T00:57:03,2023-05-07T18:37:09,add - bread - flour - baking - zucchini - powder - dont - easy - till - minutes,Easy Zucchini Bread - Cook With Manali,Super moist easy Zucchini Bread is simple to make and a great way to eat your veggies!
url325,https://www.cookwithmanali.com/edible-holiday-gift-basket-ideas/,3.2,695,682,8.167,8.167,2015-11-30T00:15:38,2015-11-30T00:15:38,2015-11-30T11:41:12,boxes - cookies - chocolate - chocolates - treat - holiday - edible - ideas - basket - godiva - homemade - gift,Edible Holiday Gift Basket Ideas - Cook With Manali,Edible Holiday Gift Basket Ideas with delicious and easy choices!
url326,https://www.cookwithmanali.com/egg-bhurji/,4.6,943,978,9.211,6.074,2014-11-14T11:42:56,2014-11-14T11:42:56,2018-01-02T00:33:03,add - scrambled - chopped - bhurji - peas - eggs - pepper - green - bhaji - spicy - masala - pav - egg,Egg Bhurji - Spicy Scrambled Eggs - Cook With Manali,"Indian style Spicy Egg Bhurji (Scrambled Eggs) with Onion, Tomatoes, Pepper & Green Peas."
url327,https://www.cookwithmanali.com/egg-curry/,5.7,1169,1214,7.356,6.074,2016-09-21T00:41:20,2016-09-21T00:41:20,2018-01-02T00:15:32,cook - add - pan - powder - curry - eggs - seeds - tomatoes - minutes - egg,Egg Curry - Cook With Manali,Spicy Egg Curry is a popular Indian curry which is best enjoyed with plain rice or flatbread. Really flavorful & comforting!
url328,https://www.cookwithmanali.com/eggless-banana-cake/,5.9,1218,1259,6.721,0.729,2017-05-11T05:47:02,2017-05-11T05:47:02,2023-05-07T18:12:41,cup - sugar - eggless - banana - till - baking - bananas - g - cake - minutes,Eggless Banana Cake - Cook With Manali,Super Moist Eggless Banana Cake is the perfect cake to snack on along with a cup of coffee of tea. It's lightly spiced and bursting with banana flavor!
url329,https://www.cookwithmanali.com/eggless-besan-brownies/,5.9,1933,1249,1.953,0.729,2022-02-14T01:32:07,2022-02-14T01:32:07,2023-05-07T17:58:56,cup - yogurt - mix - add - eggless - flour - chickpea - besan - recipe - baking - sugar - powder - brownies,Eggless Besan Brownies (Chickpea Flour Brownies) - Cook With Manali,"These Besan Brownies mad with besan (chickpea flour) are rich, fudgy and chocolaty! You wouldn't believe these are eggless and gluten-free!"
url330,https://www.cookwithmanali.com/eggless-biscotti/,8.3,2454,1760,0.123,0.121,2023-12-14T23:36:41,2023-12-14T23:36:41,2023-12-15T11:12:19,meal - flaxseed - add - eggless - dough - biscotti - butter - recipe - bake - oven - minutes,Eggless Biscotti Recipe - Cook With Manali,"Easy to make, these crunchy eggless biscotti are perfect to dunk in coffee! Great to gift your family & friends for Christmas."
url331,https://www.cookwithmanali.com/eggless-black-forest-cake/,8.4,1736,1786,5.975,0.729,2018-02-07T02:21:51,2018-02-07T02:21:51,2023-05-07T18:12:35,whipped - chocolate - sugar - eggless - black - cherries - layer - cream - forest - syrup - cake,Eggless Black Forest Cake - Cook With Manali,"Soft & moist Eggless Black Forest Cake has layers of rich chocolate cake filled with cherries, whipped cream & topped with chocolate shavings!"
url332,https://www.cookwithmanali.com/eggless-blueberry-lemon-cake/,6.1,1278,1296,7.584,0.729,2016-06-30T01:20:50,2016-06-30T01:20:50,2023-05-07T18:12:43,lemon - yogurt - blueberries - sugar - eggless - flour - till - fresh - frosting - cake - blueberry,Eggless Blueberry Lemon Cake - Cook With Manali,"Blueberry yogurt cake is topped with lemon cream cheese frosting in this refreshing blueberry lemon cake, which is also eggless!"
